trade_id,timestamp,counterparty,sector,country,symbol,trade_type,quantity,price,notional,currency,kyc_ok,aml_flag
T00032,2025-01-01 00:32:00,CPTY_E,FinTech,SG,AAPL,BUY,1206,97.02,117006.12,GBP,1,0
T00033,2025-01-01 00:33:00,CPTY_G,Bank,RU,TCS,BUY,535,98.94,52932.9,GBP,1,0
T00034,2025-01-01 00:34:00,CPTY_D,Corporate,IN,GOOG,SELL,1048,198.53,208059.44,USD,1,0
T00035,2025-01-01 00:35:00,CPTY_F,Broker,AE,INFY,BUY,846,112.06,94802.76,USD,1,0
T00036,2025-01-01 00:36:00,CPTY_G,Bank,RU,INFY,BUY,1914,130.08,248973.12,EUR,1,0
T00037,2025-01-01 00:37:00,CPTY_C,HedgeFund,DE,GOOG,BUY,2122,43.93,93219.46,GBP,1,0
T00038,2025-01-01 00:38:00,CPTY_D,Corporate,IN,AAPL,BUY,207,77.35,16011.45,GBP,0,0
T00039,2025-01-01 00:39:00,CPTY_G,Bank,RU,INFY,BUY,240,102.74,24657.6,USD,1,0
T00040,2025-01-01 00:40:00,CPTY_B,Broker,UK,MSFT,BUY,264,162.0,42768.0,INR,1,0
T00041,2025-01-01 00:41:00,CPTY_G,Bank,RU,MSFT,BUY,373,87.12,32495.76,EUR,1,0
T00042,2025-01-01 00:42:00,CPTY_F,Broker,AE,USDINR,BUY,1650,50.77,83770.5,GBP,1,0
T00043,2025-01-01 00:43:00,CPTY_E,FinTech,SG,HDFCBANK,BUY,285,107.39,30606.15,EUR,1,0
T00044,2025-01-01 00:44:00,CPTY_F,Broker,AE,INFY,SELL,1207,131.27,158442.89,GBP,1,0
T00045,2025-01-01 00:45:00,CPTY_D,Corporate,IN,EURUSD,SELL,1417,111.88,158533.96,USD,1,0
T00046,2025-01-01 00:46:00,CPTY_B,Broker,UK,TSLA,BUY,455,109.29,49726.95,GBP,1,0
T00047,2025-01-01 00:47:00,CPTY_A,Bank,US,EURUSD,BUY,1234,71.43,88144.62,EUR,0,0
T00048,2025-01-01 00:48:00,CPTY_A,Bank,US,MSFT,BUY,2492,118.95,296423.4,EUR,1,0
T00049,2025-01-01 00:49:00,CPTY_A,Bank,US,AAPL,SELL,220,131.48,28925.6,USD,1,0
T00050,2025-01-01 00:50:00,CPTY_E,FinTech,SG,TSLA,SELL,1770,116.51,206222.7,INR,1,0
T00051,2025-01-01 00:51:00,CPTY_B,Broker,UK,EURUSD,BUY,803,69.85,56089.55,INR,1,0
T00052,2025-01-01 00:52:00,CPTY_B,Broker,UK,USDINR,SELL,938,113.65,106603.7,EUR,1,0
T00053,2025-01-01 00:53:00,CPTY_A,Bank,US,MSFT,SELL,1010,158.14,159721.4,GBP,1,0
T00054,2025-01-01 00:54:00,CPTY_D,Corporate,IN,HDFCBANK,SELL,1500,65.71,98565.0,USD,1,0
T00055,2025-01-01 00:55:00,CPTY_F,Broker,AE,MSFT,BUY,143,119.3,17059.9,INR,1,0
T00056,2025-01-01 00:56:00,CPTY_F,Broker,AE,TCS,BUY,821,128.56,105547.76,EUR,0,0
T00057,2025-01-01 00:57:00,CPTY_B,Broker,UK,TSLA,SELL,1378,97.09,133790.02,EUR,1,0
T00058,2025-01-01 00:58:00,CPTY_D,Corporate,IN,GOOG,SELL,322,39.41,12690.02,INR,1,0
T00059,2025-01-01 00:59:00,CPTY_B,Broker,UK,MSFT,SELL,1171,50.17,58749.07,USD,1,0
T00060,2025-01-01 01:00:00,CPTY_A,Bank,US,EURUSD,BUY,292,106.15,30995.8,USD,1,1
T00061,2025-01-01 01:01:00,CPTY_G,Bank,RU,TSLA,BUY,1046,54.28,56776.88,INR,1,0
T00062,2025-01-01 01:02:00,CPTY_D,Corporate,IN,USDINR,BUY,1866,142.15,265251.9,INR,1,0
T00063,2025-01-01 01:03:00,CPTY_A,Bank,US,GOOG,SELL,1412,120.55,170216.6,USD,1,0
T00064,2025-01-01 01:04:00,CPTY_D,Corporate,IN,INFY,SELL,1412,254.11,358803.32,GBP,1,0
T00065,2025-01-01 01:05:00,CPTY_D,Corporate,IN,EURUSD,SELL,1763,126.06,222243.78,EUR,1,0
T00066,2025-01-01 01:06:00,CPTY_B,Broker,UK,INFY,BUY,381,90.53,34491.93,USD,1,0
T00067,2025-01-01 01:07:00,CPTY_E,FinTech,SG,EURUSD,BUY,2851,25.31,72158.81,GBP,1,0
T00068,2025-01-01 01:08:00,CPTY_A,Bank,US,AAPL,SELL,622,143.56,89294.32,EUR,1,0
T00069,2025-01-01 01:09:00,CPTY_A,Bank,US,EURUSD,BUY,427,127.18,54305.86,EUR,1,0
T00070,2025-01-01 01:10:00,CPTY_A,Bank,US,MSFT,BUY,1036,73.94,76601.84,INR,1,0
T00071,2025-01-01 01:11:00,CPTY_A,Bank,US,TSLA,BUY,620,107.46,66625.2,USD,1,0
T00072,2025-01-01 01:12:00,CPTY_D,Corporate,IN,EURUSD,SELL,365,95.41,34824.65,GBP,0,0
T00073,2025-01-01 01:13:00,CPTY_B,Broker,UK,TCS,BUY,1403,134.63,188885.89,GBP,1,0
T00074,2025-01-01 01:14:00,CPTY_D,Corporate,IN,GOOG,SELL,620,73.87,45799.4,INR,1,0
T00075,2025-01-01 01:15:00,CPTY_C,HedgeFund,DE,MSFT,BUY,8,136.71,1093.68,INR,1,0
T00076,2025-01-01 01:16:00,CPTY_E,FinTech,SG,MSFT,BUY,2697,141.3,381086.1,EUR,1,0
T00077,2025-01-01 01:17:00,CPTY_E,FinTech,SG,INFY,BUY,2013,71.69,144311.97,GBP,0,0
T00078,2025-01-01 01:18:00,CPTY_A,Bank,US,TSLA,SELL,1355,130.99,177491.45,GBP,1,0
T00079,2025-01-01 01:19:00,CPTY_B,Broker,UK,USDINR,SELL,1593,59.02,94018.86,USD,1,0
T00080,2025-01-01 01:20:00,CPTY_F,Broker,AE,EURUSD,SELL,2305,42.79,98630.95,USD,1,0
T00081,2025-01-01 01:21:00,CPTY_B,Broker,UK,INFY,BUY,2153,42.57,91653.21,USD,1,0
T00082,2025-01-01 01:22:00,CPTY_F,Broker,AE,EURUSD,BUY,214,118.48,25354.72,GBP,1,0
T00083,2025-01-01 01:23:00,CPTY_C,HedgeFund,DE,TSLA,SELL,1055,84.59,89242.45,EUR,1,0
T00084,2025-01-01 01:24:00,CPTY_F,Broker,AE,INFY,SELL,2268,50.49,114511.32,GBP,1,0
T00085,2025-01-01 01:25:00,CPTY_G,Bank,RU,AAPL,BUY,878,123.53,108459.34,INR,1,0
T00086,2025-01-01 01:26:00,CPTY_G,Bank,RU,INFY,BUY,1224,75.09,91910.16,USD,1,0
T00087,2025-01-01 01:27:00,CPTY_C,HedgeFund,DE,GOOG,SELL,528,133.98,70741.44,EUR,1,0
T00088,2025-01-01 01:28:00,CPTY_F,Broker,AE,USDINR,SELL,1719,112.29,193026.51,USD,1,0
T00089,2025-01-01 01:29:00,CPTY_A,Bank,US,MSFT,BUY,336,77.59,26070.24,USD,1,0
T00090,2025-01-01 01:30:00,CPTY_G,Bank,RU,TCS,BUY,983,104.69,102910.27,INR,1,0
T00091,2025-01-01 01:31:00,CPTY_B,Broker,UK,AAPL,SELL,1437,91.91,132074.67,GBP,1,0
T00092,2025-01-01 01:32:00,CPTY_G,Bank,RU,AAPL,SELL,1660,132.54,220016.4,EUR,1,0
T00093,2025-01-01 01:33:00,CPTY_F,Broker,AE,TSLA,BUY,2044,100.84,206116.96,GBP,1,0
T00094,2025-01-01 01:34:00,CPTY_G,Bank,RU,EURUSD,SELL,1259,94.79,119340.61,EUR,1,0
T00095,2025-01-01 01:35:00,CPTY_B,Broker,UK,GOOG,BUY,345,183.7,63376.5,INR,1,0
T00096,2025-01-01 01:36:00,CPTY_A,Bank,US,GOOG,SELL,1926,131.67,253596.42,INR,1,0
T00097,2025-01-01 01:37:00,CPTY_G,Bank,RU,TSLA,SELL,990,64.11,63468.9,EUR,1,0
T00098,2025-01-01 01:38:00,CPTY_G,Bank,RU,MSFT,SELL,1780,94.12,167533.6,USD,1,0
T00099,2025-01-01 01:39:00,CPTY_G,Bank,RU,USDINR,BUY,1330,77.45,103008.5,EUR,1,0
T00100,2025-01-01 01:40:00,CPTY_G,Bank,RU,USDINR,SELL,1195,79.72,95265.4,GBP,1,0
T00101,2025-01-01 01:41:00,CPTY_G,Bank,RU,TSLA,BUY,623,109.28,68081.44,USD,1,1
T00102,2025-01-01 01:42:00,CPTY_F,Broker,AE,TSLA,SELL,158,43.7,6904.6,GBP,1,0
T00103,2025-01-01 01:43:00,CPTY_C,HedgeFund,DE,MSFT,SELL,425,91.46,38870.5,GBP,1,0
T00104,2025-01-01 01:44:00,CPTY_F,Broker,AE,EURUSD,SELL,1686,93.6,157809.6,GBP,1,0
T00105,2025-01-01 01:45:00,CPTY_A,Bank,US,MSFT,SELL,985,88.45,87123.25,EUR,1,0
T00106,2025-01-01 01:46:00,CPTY_E,FinTech,SG,INFY,BUY,1258,66.91,84172.78,USD,1,0
T00107,2025-01-01 01:47:00,CPTY_E,FinTech,SG,HDFCBANK,SELL,912,116.07,105855.84,GBP,1,0
T00108,2025-01-01 01:48:00,CPTY_D,Corporate,IN,EURUSD,BUY,1179,100.5,118489.5,INR,1,0
T00109,2025-01-01 01:49:00,CPTY_E,FinTech,SG,TSLA,SELL,1019,119.92,122198.48,USD,1,0
T00110,2025-01-01 01:50:00,CPTY_F,Broker,AE,HDFCBANK,BUY,2722,69.31,188661.82,EUR,1,0
T00111,2025-01-01 01:51:00,CPTY_C,HedgeFund,DE,HDFCBANK,BUY,2751,67.67,186160.17,GBP,1,0
T00112,2025-01-01 01:52:00,CPTY_E,FinTech,SG,TCS,BUY,699,78.97,55200.03,GBP,1,0
T00113,2025-01-01 01:53:00,CPTY_E,FinTech,SG,INFY,SELL,1273,175.05,222838.65,GBP,1,0
T00114,2025-01-01 01:54:00,CPTY_D,Corporate,IN,INFY,BUY,281,119.68,33630.08,EUR,1,0
T00115,2025-01-01 01:55:00,CPTY_D,Corporate,IN,HDFCBANK,BUY,56,173.26,9702.56,GBP,1,0
T00116,2025-01-01 01:56:00,CPTY_D,Corporate,IN,EURUSD,BUY,1943,81.23,157829.89,GBP,1,0
T00117,2025-01-01 01:57:00,CPTY_C,HedgeFund,DE,TSLA,SELL,370,154.15,57035.5,GBP,1,0
T00118,2025-01-01 01:58:00,CPTY_D,Corporate,IN,USDINR,SELL,908,149.51,135755.08,EUR,1,0
T00119,2025-01-01 01:59:00,CPTY_E,FinTech,SG,USDINR,BUY,1004,101.88,102287.52,USD,1,0
T00120,2025-01-01 02:00:00,CPTY_C,HedgeFund,DE,EURUSD,SELL,639,124.91,79817.49,USD,1,0
T00121,2025-01-01 02:01:00,CPTY_G,Bank,RU,TSLA,SELL,1096,120.58,132155.68,EUR,1,0
T00122,2025-01-01 02:02:00,CPTY_G,Bank,RU,TSLA,BUY,227,151.11,34301.97,USD,1,0
T00123,2025-01-01 02:03:00,CPTY_A,Bank,US,TSLA,SELL,2240,104.63,234371.2,USD,1,0
T00124,2025-01-01 02:04:00,CPTY_D,Corporate,IN,HDFCBANK,BUY,2648,170.21,450716.08,INR,1,0
T00125,2025-01-01 02:05:00,CPTY_D,Corporate,IN,HDFCBANK,BUY,1516,154.75,234601.0,EUR,1,0
T00126,2025-01-01 02:06:00,CPTY_F,Broker,AE,AAPL,BUY,1846,29.65,54733.9,INR,1,0
T00127,2025-01-01 02:07:00,CPTY_B,Broker,UK,GOOG,SELL,784,128.7,100900.8,USD,1,0
T00128,2025-01-01 02:08:00,CPTY_E,FinTech,SG,TSLA,BUY,2302,44.8,103129.6,INR,1,0
T00129,2025-01-01 02:09:00,CPTY_B,Broker,UK,USDINR,SELL,362,97.78,35396.36,INR,1,1
T00130,2025-01-01 02:10:00,CPTY_E,FinTech,SG,EURUSD,SELL,653,96.44,62975.32,INR,1,0
T00131,2025-01-01 02:11:00,CPTY_B,Broker,UK,USDINR,SELL,1293,62.4,80683.2,GBP,1,0
T00132,2025-01-01 02:12:00,CPTY_G,Bank,RU,TSLA,SELL,949,138.21,131161.29,INR,1,0
T00133,2025-01-01 02:13:00,CPTY_F,Broker,AE,TSLA,SELL,575,68.29,39266.75,INR,1,0
T00134,2025-01-01 02:14:00,CPTY_A,Bank,US,INFY,BUY,914,58.59,53551.26,GBP,1,0
T00135,2025-01-01 02:15:00,CPTY_C,HedgeFund,DE,TCS,BUY,2571,101.41,260725.11,EUR,0,0
T00136,2025-01-01 02:16:00,CPTY_B,Broker,UK,TSLA,SELL,440,108.56,47766.4,EUR,1,0
T00137,2025-01-01 02:17:00,CPTY_F,Broker,AE,TSLA,BUY,910,91.16,82955.6,INR,1,0
T00138,2025-01-01 02:18:00,CPTY_D,Corporate,IN,TCS,SELL,575,76.97,44257.75,INR,1,0
T00139,2025-01-01 02:19:00,CPTY_A,Bank,US,TSLA,SELL,212,154.67,32790.04,INR,1,0
T00140,2025-01-01 02:20:00,CPTY_G,Bank,RU,AAPL,SELL,1461,112.45,164289.45,INR,1,0
T00141,2025-01-01 02:21:00,CPTY_A,Bank,US,TCS,SELL,897,61.78,55416.66,INR,1,0
T00142,2025-01-01 02:22:00,CPTY_G,Bank,RU,HDFCBANK,BUY,394,43.11,16985.34,INR,0,0
T00143,2025-01-01 02:23:00,CPTY_B,Broker,UK,INFY,SELL,482,56.74,27348.68,INR,1,0
T00144,2025-01-01 02:24:00,CPTY_A,Bank,US,HDFCBANK,SELL,2349,135.27,317749.23,INR,1,0
T00145,2025-01-01 02:25:00,CPTY_F,Broker,AE,GOOG,SELL,1061,65.55,69548.55,EUR,1,0
T00146,2025-01-01 02:26:00,CPTY_E,FinTech,SG,EURUSD,BUY,170,92.39,15706.3,INR,1,0
T00147,2025-01-01 02:27:00,CPTY_E,FinTech,SG,AAPL,BUY,1740,176.38,306901.2,INR,1,1
T00148,2025-01-01 02:28:00,CPTY_B,Broker,UK,USDINR,BUY,118,122.52,14457.36,USD,1,0
T00149,2025-01-01 02:29:00,CPTY_C,HedgeFund,DE,HDFCBANK,SELL,479,80.51,38564.29,EUR,1,0
T00150,2025-01-01 02:30:00,CPTY_D,Corporate,IN,TCS,SELL,1038,66.76,69296.88,INR,1,1
T00151,2025-01-01 02:31:00,CPTY_C,HedgeFund,DE,HDFCBANK,SELL,808,63.7,51469.6,USD,1,0
T00152,2025-01-01 02:32:00,CPTY_D,Corporate,IN,AAPL,BUY,538,130.22,70058.36,GBP,1,0
T00153,2025-01-01 02:33:00,CPTY_B,Broker,UK,MSFT,BUY,1079,130.06,140334.74,USD,1,0
T00154,2025-01-01 02:34:00,CPTY_B,Broker,UK,TSLA,BUY,469,122.82,57602.58,EUR,1,0
T00155,2025-01-01 02:35:00,CPTY_B,Broker,UK,GOOG,SELL,302,101.92,30779.84,USD,1,0
T00156,2025-01-01 02:36:00,CPTY_E,FinTech,SG,TSLA,SELL,1510,33.54,50645.4,GBP,1,0
T00157,2025-01-01 02:37:00,CPTY_G,Bank,RU,TCS,BUY,478,101.9,48708.2,USD,1,0
T00158,2025-01-01 02:38:00,CPTY_G,Bank,RU,GOOG,SELL,1805,76.92,138840.6,USD,1,0
T00159,2025-01-01 02:39:00,CPTY_E,FinTech,SG,AAPL,SELL,1423,157.66,224350.18,INR,1,0
T00160,2025-01-01 02:40:00,CPTY_D,Corporate,IN,TSLA,BUY,1461,91.88,134236.68,EUR,1,0
T00161,2025-01-01 02:41:00,CPTY_A,Bank,US,INFY,BUY,1296,75.84,98288.64,USD,1,0
T00162,2025-01-01 02:42:00,CPTY_C,HedgeFund,DE,EURUSD,SELL,1069,93.77,100240.13,GBP,1,0
T00163,2025-01-01 02:43:00,CPTY_A,Bank,US,EURUSD,SELL,1270,83.52,106070.4,USD,1,0
T00164,2025-01-01 02:44:00,CPTY_G,Bank,RU,HDFCBANK,SELL,1315,83.16,109355.4,USD,1,0
T00165,2025-01-01 02:45:00,CPTY_D,Corporate,IN,TCS,SELL,1696,86.96,147484.16,EUR,1,0
T00166,2025-01-01 02:46:00,CPTY_D,Corporate,IN,GOOG,SELL,630,59.68,37598.4,INR,1,0
T00167,2025-01-01 02:47:00,CPTY_D,Corporate,IN,HDFCBANK,SELL,1014,167.06,169398.84,GBP,1,0
T00168,2025-01-01 02:48:00,CPTY_G,Bank,RU,TSLA,BUY,1663,11.55,19207.65,GBP,1,0
T00169,2025-01-01 02:49:00,CPTY_D,Corporate,IN,TSLA,SELL,182,145.75,26526.5,INR,1,0
T00170,2025-01-01 02:50:00,CPTY_C,HedgeFund,DE,AAPL,SELL,1506,190.83,287389.98,GBP,1,0
T00171,2025-01-01 02:51:00,CPTY_B,Broker,UK,USDINR,BUY,632,66.01,41718.32,GBP,1,0
T00172,2025-01-01 02:52:00,CPTY_G,Bank,RU,INFY,SELL,1057,80.89,85500.73,GBP,1,0
T00173,2025-01-01 02:53:00,CPTY_E,FinTech,SG,INFY,BUY,1830,79.6,145668.0,EUR,1,0
T00174,2025-01-01 02:54:00,CPTY_A,Bank,US,TSLA,SELL,784,60.85,47706.4,INR,1,0
T00175,2025-01-01 02:55:00,CPTY_E,FinTech,SG,TSLA,SELL,1605,63.11,101291.55,INR,1,0
T00176,2025-01-01 02:56:00,CPTY_D,Corporate,IN,AAPL,BUY,1330,175.07,232843.1,GBP,1,0
T00177,2025-01-01 02:57:00,CPTY_B,Broker,UK,HDFCBANK,BUY,422,159.84,67452.48,GBP,1,0
T00178,2025-01-01 02:58:00,CPTY_F,Broker,AE,TCS,SELL,1223,54.98,67240.54,GBP,1,0
T00179,2025-01-01 02:59:00,CPTY_D,Corporate,IN,EURUSD,SELL,1087,129.03,140255.61,GBP,1,0
T00180,2025-01-01 03:00:00,CPTY_F,Broker,AE,USDINR,SELL,367,118.86,43621.62,GBP,1,0
T00181,2025-01-01 03:01:00,CPTY_C,HedgeFund,DE,TSLA,BUY,2274,79.55,180896.7,EUR,1,0
T00182,2025-01-01 03:02:00,CPTY_C,HedgeFund,DE,MSFT,BUY,208,94.97,19753.76,EUR,1,0
T00183,2025-01-01 03:03:00,CPTY_B,Broker,UK,USDINR,SELL,1044,143.77,150095.88,GBP,1,0
T00184,2025-01-01 03:04:00,CPTY_A,Bank,US,TSLA,SELL,873,82.92,72389.16,EUR,1,0
T00185,2025-01-01 03:05:00,CPTY_C,HedgeFund,DE,GOOG,SELL,190,33.81,6423.9,USD,1,0
T00186,2025-01-01 03:06:00,CPTY_F,Broker,AE,EURUSD,BUY,31,48.2,1494.2,GBP,1,0
T00187,2025-01-01 03:07:00,CPTY_A,Bank,US,AAPL,SELL,792,39.87,31577.04,EUR,1,0
T00188,2025-01-01 03:08:00,CPTY_F,Broker,AE,USDINR,BUY,1157,97.83,113189.31,USD,1,0
T00189,2025-01-01 03:09:00,CPTY_E,FinTech,SG,INFY,SELL,2479,145.06,359603.74,INR,0,0
T00190,2025-01-01 03:10:00,CPTY_D,Corporate,IN,TCS,BUY,784,55.74,43700.16,USD,1,1
T00191,2025-01-01 03:11:00,CPTY_C,HedgeFund,DE,USDINR,BUY,3058,102.37,313047.46,USD,1,0
T00192,2025-01-01 03:12:00,CPTY_D,Corporate,IN,USDINR,BUY,1158,94.23,109118.34,USD,1,0
T00193,2025-01-01 03:13:00,CPTY_B,Broker,UK,GOOG,SELL,973,78.26,76146.98,USD,1,0
T00194,2025-01-01 03:14:00,CPTY_B,Broker,UK,MSFT,SELL,796,160.16,127487.36,EUR,1,0
T00195,2025-01-01 03:15:00,CPTY_G,Bank,RU,EURUSD,SELL,1996,17.06,34051.76,INR,1,0
T00196,2025-01-01 03:16:00,CPTY_D,Corporate,IN,INFY,SELL,126,68.89,8680.14,GBP,1,0
T00197,2025-01-01 03:17:00,CPTY_E,FinTech,SG,AAPL,BUY,1748,150.86,263703.28,EUR,0,0
T00198,2025-01-01 03:18:00,CPTY_F,Broker,AE,TSLA,SELL,1577,54.84,86482.68,USD,0,0
T00199,2025-01-01 03:19:00,CPTY_B,Broker,UK,TSLA,BUY,580,119.57,69350.6,USD,1,0
T00200,2025-01-01 03:20:00,CPTY_B,Broker,UK,AAPL,SELL,807,85.01,68603.07,INR,1,0
T00201,2025-01-01 03:21:00,CPTY_F,Broker,AE,USDINR,SELL,711,146.37,104069.07,USD,1,0
T00202,2025-01-01 03:22:00,CPTY_B,Broker,UK,INFY,SELL,1474,87.62,129151.88,INR,0,0
T00203,2025-01-01 03:23:00,CPTY_A,Bank,US,TSLA,SELL,1260,49.96,62949.6,EUR,1,0
T00204,2025-01-01 03:24:00,CPTY_D,Corporate,IN,MSFT,BUY,581,141.96,82478.76,EUR,1,0
T00205,2025-01-01 03:25:00,CPTY_C,HedgeFund,DE,GOOG,BUY,245,124.24,30438.8,USD,1,0
T00206,2025-01-01 03:26:00,CPTY_B,Broker,UK,INFY,SELL,665,167.86,111626.9,INR,1,0
T00207,2025-01-01 03:27:00,CPTY_A,Bank,US,USDINR,SELL,564,115.97,65407.08,INR,1,0
T00208,2025-01-01 03:28:00,CPTY_C,HedgeFund,DE,EURUSD,SELL,1091,106.01,115656.91,INR,1,0
T00209,2025-01-01 03:29:00,CPTY_A,Bank,US,AAPL,SELL,1246,31.59,39361.14,GBP,1,0
T00210,2025-01-01 03:30:00,CPTY_E,FinTech,SG,INFY,BUY,1136,92.64,105239.04,USD,1,0
T00211,2025-01-01 03:31:00,CPTY_B,Broker,UK,AAPL,SELL,568,68.87,39118.16,USD,0,0
T00212,2025-01-01 03:32:00,CPTY_G,Bank,RU,GOOG,SELL,1156,60.87,70365.72,INR,1,0
T00213,2025-01-01 03:33:00,CPTY_C,HedgeFund,DE,GOOG,SELL,1823,118.9,216754.7,INR,1,0
T00214,2025-01-01 03:34:00,CPTY_A,Bank,US,USDINR,SELL,1204,139.31,167729.24,INR,1,0
T00215,2025-01-01 03:35:00,CPTY_C,HedgeFund,DE,TCS,BUY,472,48.82,23043.04,EUR,1,0
T00216,2025-01-01 03:36:00,CPTY_C,HedgeFund,DE,HDFCBANK,SELL,1414,70.97,100351.58,GBP,1,0
T00217,2025-01-01 03:37:00,CPTY_F,Broker,AE,HDFCBANK,BUY,510,43.73,22302.3,INR,1,0
T00218,2025-01-01 03:38:00,CPTY_A,Bank,US,TCS,SELL,219,142.15,31130.85,GBP,1,0
T00219,2025-01-01 03:39:00,CPTY_A,Bank,US,HDFCBANK,BUY,1394,107.39,149701.66,INR,1,0
T00220,2025-01-01 03:40:00,CPTY_D,Corporate,IN,AAPL,BUY,539,104.88,56530.32,GBP,1,0
T00221,2025-01-01 03:41:00,CPTY_E,FinTech,SG,USDINR,SELL,1919,71.87,137918.53,USD,1,0
T00222,2025-01-01 03:42:00,CPTY_B,Broker,UK,INFY,BUY,972,170.83,166046.76,GBP,1,0
T00223,2025-01-01 03:43:00,CPTY_D,Corporate,IN,USDINR,BUY,1566,77.5,121365.0,USD,1,0
T00224,2025-01-01 03:44:00,CPTY_F,Broker,AE,TSLA,BUY,1497,37.19,55673.43,GBP,1,0
T00225,2025-01-01 03:45:00,CPTY_E,FinTech,SG,AAPL,SELL,940,124.83,117340.2,USD,1,0
T00226,2025-01-01 03:46:00,CPTY_B,Broker,UK,MSFT,SELL,1304,124.42,162243.68,USD,1,0
T00227,2025-01-01 03:47:00,CPTY_F,Broker,AE,GOOG,SELL,1667,118.37,197322.79,GBP,1,0
T00228,2025-01-01 03:48:00,CPTY_E,FinTech,SG,INFY,SELL,1343,108.31,145460.33,INR,1,0
T00229,2025-01-01 03:49:00,CPTY_D,Corporate,IN,TSLA,SELL,135,142.13,19187.55,EUR,1,1
T00230,2025-01-01 03:50:00,CPTY_D,Corporate,IN,TSLA,BUY,968,127.26,123187.68,USD,1,0
T00231,2025-01-01 03:51:00,CPTY_C,HedgeFund,DE,HDFCBANK,SELL,1750,79.36,138880.0,GBP,0,0
